author,meanCompound,postCount,majorityLabel
awkwardpause.bsky.social,0.5994,1,positive
awkwardthunder.bsky.social,0.0,1,neutral
awntiewithaw.bsky.social,0.1806,2,positive
awsparling.bsky.social,0.6597,1,positive
awwwhellno.bsky.social,-0.23835,2,negative
axel-ellrodt.bsky.social,-0.01205625,16,negative
axelhoyle.bsky.social,-0.6808,1,negative
axiominautarky.bsky.social,-0.8109999999999999,2,negative
axiumstride.bsky.social,0.0,1,neutral
aymhyu.bsky.social,0.0,1,neutral
azbuffalo.bsky.social,0.5859,1,positive
azdoodlemom.bsky.social,-0.7177,1,negative
aznananc.bsky.social,-0.6476,1,negative
azurevista.bsky.social,0.0,1,neutral
b10cza.bsky.social,0.0,1,neutral
b1batty1.bsky.social,0.2079,4,neutral
b3blaise.bsky.social,0.0,1,neutral
babadooknukem.bsky.social,0.039225,8,positive
bachynski.bsky.social,-0.4767,1,negative
back2oakland.bsky.social,0.5279,1,positive
backroll23.bsky.social,0.0,1,neutral
backrowspectator.bsky.social,-0.5338,1,negative
baconsauerkraut.bsky.social,-0.15086666666666668,3,negative
baconspecial.bsky.social,0.6486,1,positive
bad-wolfz.bsky.social,-0.3612,1,negative
badbugdoc.bsky.social,-0.2797,2,negative
baddestmamajama.bsky.social,-0.4484,2,negative
badfuta.bsky.social,0.0,1,neutral
badgerbluebelle.bsky.social,-0.4404,1,negative
badshakespeare.bsky.social,-0.2263,1,negative
bagelsnob99.bsky.social,-0.6444,1,negative
baggins1420.bsky.social,0.0,1,neutral
bah704.bsky.social,0.0,1,neutral
baj.bsky.social,-0.4767,1,negative
bajaarizona.bsky.social,0.148,2,neutral
bajmihal.bsky.social,-0.4215,1,negative
balconybroom.bsky.social,-0.656,1,negative
baldgeezer.bsky.social,-0.6072,1,negative
baldrick94e.bsky.social,0.07793333333333334,3,negative
ballardmike.bsky.social,-0.5574,1,negative
balloonboyuk.bsky.social,-0.4219,2,negative
balthazar3827.bsky.social,0.4019,1,positive
baltmom.bsky.social,0.73455,2,positive
bamabuild.bsky.social,0.2023,1,positive
bambabooze.bsky.social,-0.16976666666666665,3,negative
bambam2025.bsky.social,-0.2732,1,negative
bamboozer2112.bsky.social,0.10903333333333333,6,positive
bananapantz.bsky.social,0.4215,1,positive
banazir-galbasi.bsky.social,-0.6414500000000001,2,negative
bangbangclick.bsky.social,0.07729999999999998,2,negative
banginxcypher.bsky.social,-0.7269,1,negative
barb410.bsky.social,0.6908,1,positive
barbadine.bsky.social,-0.946,1,negative
barbara226.bsky.social,0.5106,1,positive
barbararybolt.bsky.social,-0.5619000000000001,2,negative
barbarav123.bsky.social,-0.022266666666666674,3,neutral
barbarianmom.bsky.social,0.3612,1,positive
barbben.bsky.social,-0.2263,1,negative
barbisblue.bsky.social,-0.6908,1,negative
barcodex.bsky.social,-0.4767,1,negative
barefootlentil.bsky.social,0.26185,2,positive
barely-sane.bsky.social,-0.836,1,negative
barengineer.bsky.social,0.0,1,neutral
barnesemma1.bsky.social,0.0193,4,neutral
baro.bsky.social,0.0,1,neutral
baroda.bsky.social,0.2603,1,positive
baronvk.bsky.social,0.0,1,neutral
baronvonj.bsky.social,0.7845,1,positive
barrelbucket.bsky.social,0.2732,1,positive
barrhavenist.bsky.social,0.2202,2,positive
barryation.bsky.social,0.13523999999999997,5,neutral
barrybarnes.bsky.social,-0.4404,1,negative
bartbing.bsky.social,0.0,1,neutral
bartnlutherking.bsky.social,-0.1531,1,negative
base363colin.bsky.social,0.4019,1,positive
basilbing.bsky.social,-0.5423,1,negative
bastsbest.bsky.social,0.3612,1,positive
baszkom.bsky.social,-0.6696,1,negative
batgurl62.bsky.social,-0.31205,6,negative
bathshebablue.bsky.social,-0.2596,2,negative
batmite.bsky.social,0.127325,4,neutral
batsyjcline.bsky.social,0.902,1,positive
battleax-70.bsky.social,0.7269,1,positive
battlscarredbear.bsky.social,-0.8126,1,negative
bawalker.bsky.social,-0.4577,1,negative
baxie71.bsky.social,-0.6269,1,negative
baysguy.bsky.social,0.0,1,neutral
bazzasc.bsky.social,0.25,1,positive
bbbminis.bsky.social,0.0,1,neutral
bbcnews-uk-rss.bsky.social,0.0,1,neutral
bbcnews-world-rss.bsky.social,-0.03201999999999999,5,negative
bbenston.bsky.social,0.6318,1,positive
bbeshoar.bsky.social,0.0,1,neutral
bbfranin.bsky.social,0.3134,1,positive
bbgossip.bsky.social,-0.2222333333333333,3,neutral
bbo-ladymacbeth.bsky.social,-0.2263,1,negative
bcbham.bsky.social,0.0516,1,positive
bchanson.bsky.social,0.0,1,neutral
bcvet.bsky.social,0.0,1,neutral
bcwbcw.bsky.social,0.2538,2,positive
bcwildfirewkly.bsky.social,0.1291388888888889,18,positive
bdowney.bsky.social,-0.7845,1,negative
bdyguy.bsky.social,-0.74905,2,negative
beachblond52.bsky.social,-0.5562,1,negative
beaches1.bsky.social,-0.2975,2,negative
beachgirl1420.bsky.social,0.0,1,neutral
beachpatti.bsky.social,0.0,1,neutral
beachykelli.bsky.social,-0.3412,1,negative
beadl0007.bsky.social,-0.7757,1,negative
beaglesresist.bsky.social,0.19940000000000002,3,positive
beansproutsmom.bsky.social,0.05317222222222221,18,neutral
bearatone1.bsky.social,-0.2018,1,negative
bearlypolitics.co.uk,0.5859,1,positive
bearofthegrove.bsky.social,-0.3167,1,negative
beartape.bsky.social,-0.1779,1,negative
beatepdx.bsky.social,0.4902,1,positive
beatlesjane.bsky.social,-0.2263,1,negative
beatorganizer.bsky.social,0.1591,2,positive
beautifulday2day.bsky.social,0.34,1,positive
bebe1960.bsky.social,-0.23765,2,negative
bebe4real.bsky.social,0.3182,1,positive
beccasmullet.bsky.social,0.125,2,neutral
beckels.bsky.social,0.0,1,neutral
beckyb0324.bsky.social,-0.5106,1,negative
beckybunzy.bsky.social,0.0,1,neutral
beckycunningham.bsky.social,-0.8253,1,negative
bed52.bsky.social,0.21075,2,positive
beddo.bsky.social,0.5777,1,positive
bedubble.bsky.social,0.0,1,neutral
beeba1.bsky.social,0.23263333333333333,3,positive
beecard.bsky.social,-0.5077,1,negative
beefsupreme20.bsky.social,0.8155,1,positive
beeg-ames.bsky.social,-0.5994,1,negative
beehive.bsky.social,0.296,1,positive
beepbeepster.bsky.social,0.836,1,positive
beercheese.bsky.social,0.0,1,neutral
beesboy.bsky.social,0.4215,1,positive
beethovengroup.bsky.social,0.3612,1,positive
beewary.bsky.social,-0.516,1,negative
beeznplantz.bsky.social,0.296,1,positive
befoitall.bsky.social,0.0,1,neutral
begferdeth.bsky.social,0.0,1,neutral
begrace.bsky.social,-0.6222,1,negative
behones65.bsky.social,0.0,1,neutral
beiman-nancy.bsky.social,0.0,2,neutral
beingbuddy.bsky.social,0.0,1,neutral
beinghelpish.bsky.social,0.6705,1,positive
beingjamielee.bsky.social,0.0,1,neutral
belaflugosi.bsky.social,-0.7184,1,negative
belenosxxx.bsky.social,0.0,1,neutral
bellamyj.blacksky.app,-0.0433,1,neutral
bellikoff.bsky.social,-0.4767,1,negative
bellmora.bsky.social,-0.6652,1,negative
bells110.bsky.social,0.2732,1,positive
bemorelikeharper.bsky.social,0.00788571428571429,7,positive
benatthebeach.bsky.social,0.5106,1,positive
bendts2cents.bsky.social,-0.10734999999999997,2,negative
bendu2.bsky.social,0.4019,1,positive
bendyziggy.bsky.social,-0.1973666666666667,6,negative
beneathacanopy.bsky.social,0.2357,1,positive
benevoluspf.bsky.social,0.3062,2,positive
benfinity.bsky.social,-0.4753,1,negative
benfranklinsaid.bsky.social,0.6705,1,positive
bengrande.bsky.social,-0.0534,1,negative
bengtang.bsky.social,-0.34,1,negative
benitsky.bsky.social,0.0,1,neutral
benjustgiggles.bsky.social,-0.1779,1,negative
benneseed.bsky.social,-0.4939,1,negative
benrosenzweig.bsky.social,0.4951,2,positive
benrowe.uk,0.0,2,neutral
bensgigi.bsky.social,-0.2142666666666667,3,neutral
bensmom33.bsky.social,-0.3818,1,negative
bensonisrad.bsky.social,0.0,1,neutral
benstanley.eu,0.4404,1,positive
beornblack.bsky.social,0.4388,1,positive
bergstromk.bsky.social,-0.6562,1,negative
berlinesa.bsky.social,0.0,1,neutral
bern51.bsky.social,-0.4073,2,neutral
bernardleclair.bsky.social,-0.4767,2,negative
bernardoverda.bsky.social,-0.6976,1,negative
berrytree.bsky.social,0.0,1,neutral
bertschotanus.bsky.social,0.4926,1,positive
berush6.bsky.social,-0.02074999999999999,2,positive
beshannonphotos.bsky.social,0.0,1,neutral
bess-123.bsky.social,-0.1591,2,neutral
bestjohnpauljones.bsky.social,-0.5568333333333334,3,negative
beten0ire.bsky.social,-0.033174999999999996,4,neutral
bethechange1682.bsky.social,-0.21955,2,negative
bethmeacham.bsky.social,0.6124,1,positive
bethmorgan.bsky.social,0.0,1,neutral
bethrhylton.bsky.social,0.3612,1,positive
bethtoja.bsky.social,-0.3939,1,negative
bethyvampireslayer.bsky.social,0.08935000000000004,2,negative
beto.betoworks.com,0.2732,1,positive
betowolf.bsky.social,0.3689,4,neutral
betsy-cazden.bsky.social,0.7916333333333333,3,positive
better-2b-blue.bsky.social,-0.2997,2,neutral
bettevcollins.bsky.social,0.6997,1,positive
bettybarcode.com,0.6249,1,positive
bettycjung.bsky.social,-0.3462,12,negative
bettymal.bsky.social,0.0,1,neutral
bettywatty.bsky.social,0.2092,2,neutral
beveraged.bsky.social,0.0,1,neutral
beverlymann19.bsky.social,-0.5719,1,negative
bevporegon.bsky.social,-0.4098,1,negative
bexzex.bsky.social,0.0,1,neutral
bfishbfish.bsky.social,0.0,1,neutral
bfla07.bsky.social,0.0,1,neutral
bflmouse.bsky.social,0.0,1,neutral
bfwriter.bsky.social,0.5679,2,positive
bgrueskin.bsky.social,0.4019,1,positive
bguizzet.bsky.social,0.0,1,neutral
bhadeliamd.bsky.social,0.11499999999999999,5,positive
bhaste.bsky.social,0.2382,1,positive
bibliolagus.bsky.social,0.0,1,neutral
bibliophilous.bsky.social,0.1531,1,positive
biboarderdude.bsky.social,0.0,1,neutral
bicycle-fat-bloke.bsky.social,-0.5574,1,negative
bidutashjian.bsky.social,0.4215,1,positive
bierquaffer.bsky.social,0.0,1,neutral
biffwhipster.bsky.social,0.0,1,neutral
big-cat-diesel.bsky.social,0.0,1,neutral
big-steppa.bsky.social,-0.032533333333333324,3,neutral
bigaledge.bsky.social,0.3612,1,positive
bigb-in-kc.bsky.social,-0.802,1,negative
bigb72.bsky.social,0.4044,4,positive
bigbossluffy.bsky.social,0.3818,1,positive
bigbroaccess.bsky.social,-0.2731,2,negative
bigbunny420.bsky.social,0.1779,1,positive
bigbuttlefish.bsky.social,0.5927,1,positive
bigdaddyj66.bsky.social,0.0,1,neutral
bigdeal69.bsky.social,-0.4588,1,negative
bigearthdata.ai,-0.34,1,negative
bigfatbartolocolon.bsky.social,-0.4767,1,negative
bigpoppa930.bsky.social,-0.2263,1,negative
bigspider.bsky.social,-0.4404,1,negative
bigstape.bsky.social,0.3062,2,neutral
bigworker.bsky.social,-0.42645,2,negative
bikbio.bsky.social,0.0,1,neutral
bike4evr.myatproto.social,0.0,1,neutral
bikegary.bsky.social,-0.6908,1,negative
bikerchiwi.bsky.social,0.0,2,neutral
bilak1964.bsky.social,0.1027,1,positive
bilbow.bsky.social,0.03905000000000003,2,negative
bilecky.bsky.social,0.2714,1,positive
biliousmillie.bsky.social,-0.1531,1,negative
bill-comeau.bsky.social,-0.08331666666666665,6,negative
bill1950.bsky.social,0.0,1,neutral
billcapehart.bsky.social,-0.34,1,negative
billebrill.bsky.social,-0.1531,1,negative
billhanage.bsky.social,-0.10003333333333331,3,neutral
billheywood.bsky.social,0.0,1,neutral
billinportland.bsky.social,-0.4588,1,negative
billmccarthy.bsky.social,-0.04014000000000001,5,positive
billnemacheck.bsky.social,-0.25,1,negative
billr5.bsky.social,0.0,1,neutral
billstewart.bsky.social,0.2667,2,positive
billtaggard.bsky.social,0.4588,1,positive
billy-in-philly.bsky.social,0.0,1,neutral
billydlion.bsky.social,-0.4767,1,negative
billypilgrim22.bsky.social,0.0,1,neutral
billystringsphan.bsky.social,-0.296,1,negative
bilt2flyhvy-in.bsky.social,0.0032999999999999696,2,positive
bindlestiff.bsky.social,0.504,1,positive
bingus.ough.club,0.2997,2,positive
bingusrelative.bsky.social,0.2553,2,positive
binkysmum55.bsky.social,-0.33525,2,negative
biologist077.bsky.social,0.2023,1,positive
bionicmantis.bsky.social,0.1189,1,positive
bioteach2018.bsky.social,0.2516,1,positive
bioturbonick.net,-0.10113636363636366,11,negative
bipolarexplorer.info,-0.168,1,negative
birbxx.bsky.social,-0.9228,1,negative
bird-fanatic.bsky.social,-0.08895,2,negative
bird-nerdco.bsky.social,-0.7293,1,negative
birderstuart.bsky.social,0.0,1,neutral
birdguides.bsky.social,0.0,1,neutral
birdie56.bsky.social,0.4939,1,positive
birdlives.bsky.social,0.2682,1,positive
birdonthewire3.bsky.social,-0.765,1,negative
birthdaybob.bsky.social,-0.6249,1,negative
biscuitdrives.bsky.social,0.0,1,neutral
bitsmuggler.bsky.social,-0.5563,1,negative
bixtram.bsky.social,0.26335,2,positive
bizibird.bsky.social,0.0,1,neutral
bizzarist.bsky.social,0.0258,1,neutral
bj2sr.bsky.social,0.126,1,positive
bjgt.bsky.social,0.4588,1,positive
bjmcgee.bsky.social,-0.41815,2,negative
bjornih.bsky.social,-0.5413,1,negative
bk1165.bsky.social,0.17076666666666665,3,positive
bklynskater.bsky.social,0.15125,2,negative
bknnedy.bsky.social,-0.5994,1,negative
bknubian.bsky.social,0.0,1,neutral
blaaaahhhh.bsky.social,-0.6249,1,negative
blackamazon.bsky.social,0.1531,1,positive
blackcheeseburger.bsky.social,0.07655,2,positive
blackgrape.bsky.social,-0.5859,1,negative
blackohiosky.bsky.social,-0.8225,1,negative
blackopium.bsky.social,0.5719,1,positive
blackpanther25.bsky.social,0.0,1,neutral
blackpearl41.bsky.social,0.0,1,neutral
blackramazoo.bsky.social,-0.24695,2,neutral
blacksilverfire.bsky.social,0.6908,1,positive
blackskynews.blacksky.app,-0.31174999999999997,2,negative
blackstonejn.bsky.social,0.0258,1,neutral
blacktieknifefight.bsky.social,-0.0164,1,neutral
blackvalk.bsky.social,0.0,1,neutral
bladeofthes.bsky.social,-0.3698,4,negative
blakdogg0521.bsky.social,-0.7913,1,negative
blakeau19.bsky.social,0.0,1,neutral
blakethebutcher.bsky.social,-0.2732,1,negative
blandydayz.bsky.social,-0.2447,1,negative
blazetrends.bsky.social,0.7269,1,positive
blebowski.bsky.social,0.0,1,neutral
blewis.bsky.social,0.4753,1,positive
blindfish.bsky.social,0.5267,1,positive
blkshrink.bsky.social,-0.8517,1,negative
blokkedoosbjorn.bsky.social,0.7351,1,positive
bloomberg.com,-0.04311666666666667,6,negative
bloomsjo.bsky.social,0.0,1,neutral
blorpghost.bsky.social,0.0,1,neutral
blossomlilija.bsky.social,-0.056975,4,neutral
blowdart.me,-0.4588,1,negative
bltsofttaco.bsky.social,0.0,1,neutral
blu71.bsky.social,0.4199,1,positive
blue-co-tim.bsky.social,-0.14485,2,negative
blue-dot-ca.bsky.social,0.005999999999999989,3,negative
blue-n-al.bsky.social,0.0,1,neutral
blue6uy.bsky.social,0.0,6,neutral
blueallylove.bsky.social,0.2202,2,positive
bluealways.bsky.social,-0.0772,1,negative
blueappaloosa.bsky.social,-0.27980000000000005,2,positive
bluebaby1967.bsky.social,0.0,1,neutral
bluebabyboomer.bsky.social,0.3294,2,positive
blueballls.bsky.social,0.0,1,neutral
blueberrijuice.bsky.social,-0.2787,2,negative
bluebing.bsky.social,-0.5727,1,negative
bluebird-chick.bsky.social,0.0,1,neutral
bluebirdofunhap.bsky.social,-0.4594666666666667,3,negative
bluebirdsfly21.bsky.social,-0.6597,1,negative
blueboomer3.bsky.social,-0.7964,1,negative
bluebuscap.bsky.social,0.0,1,neutral
bluebuyu.bsky.social,-0.7896,1,negative
bluedish.bsky.social,-0.3842,2,negative
bluedoggy.bsky.social,-0.296,1,negative
bluedotinmaine.bsky.social,0.2086,2,positive
bluedotsc.bsky.social,-0.44815,2,negative
bluedottx.bsky.social,0.0,1,neutral
bluedotut.bsky.social,-0.3182,1,negative
bluefolk.bsky.social,-0.057999999999999996,4,negative
bluefrommagioh.bsky.social,0.0,1,neutral
bluegrammy.bsky.social,-0.4767,1,negative
bluegreen195.bsky.social,-0.25834999999999997,2,positive
bluein1.bsky.social,-0.8779,1,negative
blueinmo1957.bsky.social,-0.81375,2,negative
blueistheonlyway.bsky.social,0.3939,1,positive
bluejay207.bsky.social,0.0,1,neutral
bluejwoo.bsky.social,0.4404,1,positive
bluekansas.bsky.social,0.0,1,neutral
bluekentuckygal.bsky.social,0.4215,1,positive
bluekrampus.bsky.social,-0.3454,2,negative
bluemarlinhunter.bsky.social,0.4939,1,positive
bluemonkey2025.bsky.social,-0.837,1,negative
bluemonkeyboy.bsky.social,0.0,1,neutral
bluemoonjune2527.bsky.social,0.0,1,neutral
bluepowdermonk.bsky.social,-0.0386,2,negative
blueravefinn.bsky.social,0.0,1,neutral
blueresolute.bsky.social,0.1366,2,neutral
blueribbonpac.bsky.social,-0.3182,1,negative
blueridgehippy.bsky.social,0.4019,1,positive
blueriverrrr.bsky.social,0.18492499999999998,4,neutral
blueshiftnz.bsky.social,0.0,1,neutral
blueskyer124.bsky.social,-0.4329,1,negative
blueskypeg.bsky.social,0.0,1,neutral
bluesmaster.bsky.social,0.0,1,neutral
bluesmobile.bsky.social,-0.5574,1,negative
bluesnowflake.bsky.social,0.03341666666666667,6,neutral
bluesoulfree.bsky.social,0.4404,1,positive
bluestatebabe.bsky.social,-0.1901,1,negative
bluesterb.bsky.social,0.0,2,neutral
bluetextam.bsky.social,0.4404,1,positive
blueweevil.bsky.social,0.2263,1,positive
bluewhaleshit.bsky.social,0.4926,1,positive
bluewomanvoting123.bsky.social,0.06795000000000001,2,positive
blukryptonian.bsky.social,-0.296,1,negative
blunami2026.bsky.social,0.45204999999999995,2,positive
blunderalong.bsky.social,0.0,1,neutral
blunkin.bsky.social,-0.5423,1,negative
bluntangle.bsky.social,0.4877,1,positive
blusterbrown.bsky.social,0.0,1,neutral
bm1970.bsky.social,-0.13882,5,negative
bmaschino.bsky.social,0.0,1,neutral
bmcnett.bsky.social,0.4588,1,positive
bmj.com,-0.2732,1,negative
bob-a-lob.bsky.social,0.0,1,neutral
bob-garner.bsky.social,-0.0772,1,negative
bob-t.bsky.social,0.7184,1,positive
bob1948.bsky.social,0.4404,1,positive
bobah51.bsky.social,-0.24564999999999998,2,positive
bobapril.bsky.social,-0.8679,1,negative
bobbycorwin.bsky.social,0.0,1,neutral
bobbygoode.bsky.social,0.4939,1,positive
bobbylewis.bsky.social,-0.2032,2,positive
bobcalhoun.bsky.social,-0.5574,1,negative
bobdunkin.bsky.social,0.0,1,neutral
bobnotalice.bsky.social,0.3182,1,positive
boboinparadise.bsky.social,-0.1027,1,negative
bobson-dugnut.bsky.social,0.1531,1,positive
bobtheangryone.bsky.social,-0.24130000000000001,4,negative
bobtheguardian.bsky.social,0.2732,1,positive
bocckob.bsky.social,0.5562,1,positive
bockdr.bsky.social,-0.4215,1,negative
bocksam.bsky.social,0.3182,1,positive
bodacious95.bsky.social,-0.8049999999999999,2,negative
bodhiboo.bsky.social,-0.296,1,negative
bofadeezbuckeyes.bsky.social,-0.4404,1,negative
bofier.bsky.social,-0.8061,1,negative
boggsk.bsky.social,-0.6669,1,negative
boggywitch.bsky.social,-0.13283333333333333,6,positive
boghuma.bsky.social,-0.20333142857142858,35,negative
bogyankee.bsky.social,0.44725,2,positive
boiler79.bsky.social,0.0,1,neutral
boisefootballdude.bsky.social,-0.4215,1,negative
boknaai.bsky.social,0.0,1,neutral
boldandtothepoint.bsky.social,-0.8969,1,negative
boldnewme.bsky.social,-0.5023,1,negative
boles.bsky.social,0.0,1,neutral
bombaycrone.bsky.social,0.33125,2,positive
boneidleben.bsky.social,0.0,1,neutral
bones015.bsky.social,0.4215,1,positive
bonesbrigaderipper.bsky.social,0.0,1,neutral
bonkersbroncos.bsky.social,0.0,1,neutral
bonkski.bsky.social,0.11821666666666668,6,neutral
bonnieedwards.bsky.social,-0.1531,1,negative
bonniegriffith2.bsky.social,0.34,1,positive
bonnielassie.bsky.social,-0.4215,1,negative
bonshob.bsky.social,0.4926,1,positive
boobaesq.bsky.social,0.0,2,neutral
bookgoddess1.bsky.social,-0.5911,1,negative
bookherd.bsky.social,-0.4215,1,negative
booknerdshoegirl.bsky.social,0.1655,1,positive
bookreadingdiva54.bsky.social,0.27102499999999996,4,neutral
booksbooks50.bsky.social,0.6298,1,positive
bookworm604.bsky.social,-0.07775000000000001,2,positive
boom-whatsgoingon.bsky.social,0.2714,1,positive
boomboommancini.bsky.social,-0.5994,1,negative
boomerama.bsky.social,-0.5766,1,negative
boontonkat.bsky.social,-0.35619999999999996,4,negative
booond.bsky.social,0.0,1,neutral
bootsonstreets.bsky.social,-0.6997,1,negative
bordersbarking.bsky.social,-0.296,1,negative
boredscrollmaster.bsky.social,-0.44055,2,neutral
borgdad.bsky.social,0.824,1,positive
borisnorris.bsky.social,0.0,1,neutral
borkjurgen.bsky.social,0.5040333333333333,3,positive
bornat3b.bsky.social,-0.5586,2,negative
bornmiserable.bsky.social,-0.45627000000000006,10,negative
borntobark.bsky.social,0.5106,1,positive
borsetshireblue.bsky.social,0.5574,1,positive
bossy22.bsky.social,-0.1431,1,negative
bostoncombot.bsky.social,0.0,1,neutral
bostongayboy.bsky.social,0.0,3,neutral
bostwo.bsky.social,-0.2481,1,negative
bot-tan.suibari.com,0.4097799999999999,5,positive
botany.bsky.social,0.4767,1,positive
bowreader.bsky.social,0.0,1,neutral
boxelder.bsky.social,0.0,1,neutral
boykobostonian.bsky.social,0.0,2,neutral
bpatter49.bsky.social,0.0,1,neutral
bplane.bsky.social,-0.4019,1,negative
bquilty.bsky.social,-0.37095,2,negative
br3nda.bsky.social,0.0,1,neutral
braak.bsky.social,-0.0516,1,negative
bradjarvis.bsky.social,0.0,1,neutral
bradknightmusic.bsky.social,0.20566666666666666,3,positive
